name,subtitle,acceleration,topspeed,range,efficiency,fastchargespeed,drive,numberofseats,priceingermany,priceinuk,region,address,aux_addres,latitude,longitude,type,power,brand,model,accelsec,topspeed_kmh,range_km,efficiency_whkm,fastcharge_kmh,rapidcharge,powertrain,plugtype,bodystyle,segment,seats,priceeuro,car,style,pricerange(lakhs),capacity,bootspace,basemodel,topmodel,speed_category,acceleration_class
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,"hotel claridges, tees january marg, dr. apj abdul kalam road, new delhi- 110003","electric vehicle charger, hotel claridges, tees january marg, dr. apj abdul kalam road, new delhi- 110003",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,"janpath guest house, connaught place, new delhi","electric vehicle charger, janpath guest house, connaught place, new delhi",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"eesl n-block gk-1, sdmc parking new delhi","electric vehicle charger, eesl n-block gk-1, sdmc parking new delhi",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"sdmc parking, b6, safderjung enclave","electric vehicle charger, sdmc parking, b6, safderjung enclave",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"sdmc parking, sda market, hauz khas, new delhi, delhi 110016","electric vehicle charger, sdmc parking, sda market, hauz khas, new delhi, delhi 110016",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"sdmc parking, aurbindo market place,hauz khas, new delhi, delhi 110016","electric vehicle charger, sdmc parking, aurbindo market place,hauz khas, new delhi, delhi 110016",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"sdmc parking, r block, gk-1, delhi-110016","electric vehicle charger, sdmc parking, r block, gk-1, delhi-110016",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"near tank no 3, opp goutams, street number 24,sub central business district action area 1, action area i, newtown west bengal 700156","electric vehicle charger, near tank no 3, opp goutams, street number 24,sub central business district action area 1, action area i, newtown west bengal 700156",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"near tank no 3, opp goutams, street number 24,sub central business district action area 1, action area i, newtown west bengal 700156","electric vehicle charger, near tank no 3, opp goutams, street number 24,sub central business district action area 1, action area i, newtown west bengal 700156",,,ac-001,10(3.3 kw each),tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"nkda new town business club parking lot, ae block(newtown), newtown, west bengal 700059","electric vehicle charger, nkda new town business club parking lot, ae block(newtown), newtown, west bengal 700059",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"nkda new town business club parking lot, ae block(newtown), newtown, west bengal 700059","electric vehicle charger, nkda new town business club parking lot, ae block(newtown), newtown, west bengal 700059",,,ac-001,10(3.3 kw each),tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"parking lot, 7 wonders, gate no 4, eco park entry plaza, aa iib, newtown, kolkata, west bengal 700135","electric vehicle charger, parking lot, 7 wonders, gate no 4, eco park entry plaza, aa iib, newtown, kolkata, west bengal 700135",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"parking lot, 7 wonders, gate no 4, eco park entry plaza, aa iib, newtown, kolkata, west bengal 700135","electric vehicle charger, parking lot, 7 wonders, gate no 4, eco park entry plaza, aa iib, newtown, kolkata, west bengal 700135",,,ac-001,10(3.3 kw each),tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"parking lot golf club, gate no. 6, ecopark, deshbandhu nagar, rekjuani, west bengal 700156","electric vehicle charger, parking lot golf club, gate no. 6, ecopark, deshbandhu nagar, rekjuani, west bengal 700156",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"parking lot golf club, gate no. 6, ecopark, deshbandhu nagar, rekjuani, west bengal 700156","electric vehicle charger, parking lot golf club, gate no. 6, ecopark, deshbandhu nagar, rekjuani, west bengal 700156",,,ac-001,10(3.3 kw each),tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"nkda parking lot, beside tata memorial cancer hospital , 14, mar(e-w), dh block(newtown), action area i, newtown, kolkata, west bengal 700160","electric vehicle charger, nkda parking lot, beside tata memorial cancer hospital , 14, mar(e-w), dh block(newtown), action area i, newtown, kolkata, west bengal 700160",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"nkda parking lot, beside tata memorial cancer hospital , 14, mar(e-w), dh block(newtown), action area i, newtown, kolkata, west bengal 700160","electric vehicle charger, nkda parking lot, beside tata memorial cancer hospital , 14, mar(e-w), dh block(newtown), action area i, newtown, kolkata, west bengal 700160",,,ac-001,10(3.3 kw each),tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"nkda parking lot, beside axis mall, cf block newtown, action area 1c, newtown, kolkata, west bengal 700156","electric vehicle charger, nkda parking lot, beside axis mall, cf block newtown, action area 1c, newtown, kolkata, west bengal 700156",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nkda,"nkda parking lot, beside axis mall, cf block newtown, action area 1c, newtown, kolkata, west bengal 700156","electric vehicle charger, nkda parking lot, beside axis mall, cf block newtown, action area 1c, newtown, kolkata, west bengal 700156",,,ac-001,10(3.3 kw each),tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"ganga shopping complex, sector 29, noida, uttar pradesh 201301","electric vehicle charger, ganga shopping complex, sector 29, noida, uttar pradesh 201301",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"near rto officesector 33a, noida, ghaziabad, uttar pradesh, 201301, india","electric vehicle charger, near rto officesector 33a, noida, ghaziabad, uttar pradesh, 201301, india",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"sector 15, nithari, noida, dadri, gautam buddha nagar, uttar pradesh, 201301, india","electric vehicle charger, sector 15, nithari, noida, dadri, gautam buddha nagar, uttar pradesh, 201301, india",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"road between sector 124 & 125 and beside spcl sector road, noida, uttar pradesh, 201313","electric vehicle charger, road between sector 124 & 125 and beside spcl sector road, noida, uttar pradesh, 201313",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"sector 142, noida, uttar pradesh, 201305","electric vehicle charger,  sector 142, noida, uttar pradesh, 201305",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,"outside chelmsford club/ opposite csir building, rafi marg, sansad marg area, new delhi 110001","electric vehicle charger, outside chelmsford club/ opposite csir building, rafi marg, sansad marg area, new delhi 110001",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,"gate no. 1, lodhi garden, lodhi estate, lodhi road, new delhi 110003","electric vehicle charger, gate no. 1, lodhi garden, lodhi estate, lodhi road, new delhi 110003",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",ndmc,"nmdc parking, dilli haat, west kidwai nagar, new delhi 110023","electric vehicle charger, nmdc parking, dilli haat, west kidwai nagar, new delhi 110023",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"op. c&r textiles ltd, sector-60, noida","electric vehicle charger, op. c&r textiles ltd, sector-60, noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"near tata advance systems, sector- 59, noida","electric vehicle charger, near tata advance systems, sector- 59, noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"in front of marie gold exports ltd, a block, sector-64, noida","electric vehicle charger, in front of marie gold exports ltd, a block, sector-64, noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"in front of hexagon pvt ltd, sector-65, noida","electric vehicle charger, in front of hexagon pvt ltd, sector-65, noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"charger 4,c/o sdmc, gk-1 n block market, new delhi,, delhi - 110048","electric vehicle charger, charger 4,c/o sdmc, gk-1 n block market, new delhi,, delhi - 110048",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"charger 5, c/o sdmc, gk-1 n block market, new delhi,, delhi - 110048","electric vehicle charger, charger 5, c/o sdmc, gk-1 n block market, new delhi,, delhi - 110048",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"eesl pvr priya vasant vihar, sdmc parking new delhi, near gold's gym","electric vehicle charger, eesl pvr priya vasant vihar, sdmc parking new delhi, near gold's gym",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"eesl pvr priya vasant vihar, sdmc parking new delhi, near plot 7","electric vehicle charger, eesl pvr priya vasant vihar, sdmc parking new delhi, near plot 7",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"ev parking slot 3-5, sdmc parking, hauz khas village, hauz khas, 110016","electric vehicle charger, ev parking slot 3-5, sdmc parking, hauz khas village, hauz khas, 110016",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"ev parking slot 5, sdmc parking, hauz khas village, hauz khas, 110016","electric vehicle charger, ev parking slot 5, sdmc parking, hauz khas village, hauz khas, 110016",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"j-block, malviya nagar, parking new delhi","electric vehicle charger, j-block, malviya nagar, parking new delhi",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"veer savarkar marg, lajpat nagar, sdmc parking new delhi","electric vehicle charger, veer savarkar marg, lajpat nagar, sdmc parking new delhi",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"feroze gandhi road, lajpat nagar, sdmc parking new delhi","electric vehicle charger, feroze gandhi road, lajpat nagar, sdmc parking new delhi",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"meharchand market, sdmc parking, new delhi","electric vehicle charger, meharchand market, sdmc parking, new delhi",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"eesl h-block, sarita vihar, sdmc parking new delhi","electric vehicle charger, eesl h-block, sarita vihar, sdmc parking new delhi",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",sdmc,"eesl, plot 81-85, nehru place, sdmc parking, new delhi","electric vehicle charger, eesl, plot 81-85, nehru place, sdmc parking, new delhi",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nranvp,"nranvp, paryavas bhawan, north block, sector 19, naya raypur marg, atal nagar raipur","electric vehicle charger, nranvp, paryavas bhawan, north block, sector 19, naya raypur marg, atal nagar raipur",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",nranvp,"cbdnava raipur marg, sector 21,kayabandha, atal nagar raipur dist. 492101 chhatisgarh","electric vehicle charger, cbdnava raipur marg, sector 21,kayabandha, atal nagar raipur dist. 492101 chhatisgarh",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"diagonally op. sasta sundar hospital, sector- 58, noida","electric vehicle charger, diagonally op. sasta sundar hospital, sector- 58, noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"in front of affinity salon, sector- 51, noida","electric vehicle charger, in front of affinity salon, sector- 51, noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"side parking of hcl building, sector-8, noida","electric vehicle charger, side parking of hcl building, sector-8, noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"opp c-101 jain air travels, sector-2, noida","electric vehicle charger, opp c-101 jain air travels, sector-2, noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"h block market, haldiram, car parking , sector - 63 , noida - 201301","electric vehicle charger, h block market, haldiram, car parking , sector - 63 , noida - 201301",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"electronic city , metro station parking gate no.2, noida - 201301","electric vehicle charger, electronic city , metro station parking gate no.2, noida - 201301",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"near rto officesector 33a, noida, ghaziabad, uttar pradesh, 201301, india","electric vehicle charger, near rto officesector 33a, noida, ghaziabad, uttar pradesh, 201301, india",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"road between sector 124 & 125 and beside spcl sector road, noida, uttar pradesh, 201313","electric vehicle charger, road between sector 124 & 125 and beside spcl sector road, noida, uttar pradesh, 201313",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"sector 142, near advan chowk  noida, uttar pradesh, 201305","electric vehicle charger,  sector 142, near advan chowk  noida, uttar pradesh, 201305",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"sector 61 opposite shopprix mall , noida, uttar pradesh, 201305","electric vehicle charger,  sector 61 opposite shopprix mall , noida, uttar pradesh, 201305",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"sector 50  central market, noida, uttar pradesh, 201305","electric vehicle charger,  sector 50  central market, noida, uttar pradesh, 201305",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       45 kwh,,,,,440 km/h,front wheel drive,,"€50,000","£45,000",noida authority,"sector 50 , central market,  noida, uttar pradesh, 201305","electric vehicle charger,  sector 50 , central market,  noida, uttar pradesh, 201305",,,ccs/chademo/ type 2 ac,142kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
