name,subtitle,acceleration,topspeed,range,efficiency,fastchargespeed,drive,numberofseats,priceingermany,priceinuk,region,address,aux_addres,latitude,longitude,type,power,brand,model,accelsec,topspeed_kmh,range_km,efficiency_whkm,fastcharge_kmh,rapidcharge,powertrain,plugtype,bodystyle,segment,seats,priceeuro,car,style,pricerange(lakhs),capacity,bootspace,basemodel,topmodel,speed_category,acceleration_class
peugeot e-traveller compact 50 kwh,battery electric vehicle |       45 kwh,,,,,250 km/h,front wheel drive,,"€50,880","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
peugeot e-traveller standard 50 kwh,battery electric vehicle |       45 kwh,,,,,250 km/h,front wheel drive,,"€55,900","£49,065",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
peugeot e-traveller long 50 kwh,battery electric vehicle |       45 kwh,,,,,250 km/h,front wheel drive,,"€56,690","£49,905",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
peugeot e-traveller standard 75 kwh,battery electric vehicle |       68 kwh,,,,,290 km/h,front wheel drive,,"€57,440","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
peugeot e-traveller long 75 kwh,battery electric vehicle |       68 kwh,,,,,290 km/h,front wheel drive,,"€58,230","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron 55 quattro,battery electric vehicle |       86.5 kwh,,,,,590 km/h,all wheel drive,,"€81,500","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron sportback 55 quattro,battery electric vehicle |       86.5 kwh,,,,,600 km/h,all wheel drive,,"€83,750","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
seres 3,battery electric vehicle |       52 kwh,,,,,390 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
hyundai ioniq 5 project 45,battery electric vehicle |       72.6 kwh,,,,,860 km/h,all wheel drive,,"€59,550","£48,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
porsche taycan,battery electric vehicle |       71 kwh,,,,,790 km/h,rear wheel drive,,"€83,520","£70,690",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
porsche taycan plus,battery electric vehicle |       83.7 kwh,,,,,960 km/h,rear wheel drive,,"€89,244","£74,739",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
tesla model s long range,battery electric vehicle |       90 kwh,,,,,830 km/h,all wheel drive,,"€86,990","£83,980",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
tesla model s plaid,battery electric vehicle |       90 kwh,,,,,800 km/h,all wheel drive,,"€126,990","£118,980",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
tesla model x long range,battery electric vehicle |       90 kwh,,,,,710 km/h,all wheel drive,,"€95,990","£90,980",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
tesla model x plaid,battery electric vehicle |       90 kwh,,,,,680 km/h,all wheel drive,,"€116,990","£110,980",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
mini cooper se,battery electric vehicle |       28.9 kwh,,,,,260 km/h,front wheel drive,,"€32,500","£26,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
jac iev7s,battery electric vehicle |       39 kwh,,,,,160 km/h,front wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
volkswagen id.4 pure performance,battery electric vehicle |       52 kwh,,,,,410 km/h,rear wheel drive,,"€38,450","£36,030",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi e-tron gt quattro,battery electric vehicle |       85 kwh,,,,,840 km/h,all wheel drive,,"€99,800","£79,900",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
volvo c40 recharge,battery electric vehicle |       75 kwh,,,,,440 km/h,all wheel drive,,"€62,050","£57,400",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
hyundai kona electric 39 kwh,battery electric vehicle |       39.2 kwh,,,,,210 km/h,front wheel drive,,"€35,650","£27,950",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
hyundai kona electric 64 kwh,battery electric vehicle |       64 kwh,,,,,370 km/h,front wheel drive,,"€41,850","£32,550",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
porsche taycan 4s cross turismo,battery electric vehicle |       83.7 kwh,,,,,850 km/h,all wheel drive,,"€111,842","£87,820",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
porsche taycan turbo cross turismo,battery electric vehicle |       83.7 kwh,,,,,800 km/h,all wheel drive,,"€154,444","£116,950",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
porsche taycan turbo s cross turismo,battery electric vehicle |       83.7 kwh,,,,,790 km/h,all wheel drive,,"€187,746","£139,910",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
kia ev6 gt,battery electric vehicle |       77.4 kwh,,,,,920 km/h,all wheel drive,,"€65,990","£58,295",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
bmw ix xdrive40,battery electric vehicle |       71 kwh,,,,,470 km/h,all wheel drive,,"€77,300","£69,905",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
bmw ix xdrive50,battery electric vehicle |       105.2 kwh,,,,,620 km/h,all wheel drive,,"€98,000","£91,905",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
mg mg5 electric,battery electric vehicle |       57 kwh,,,,,440 km/h,front wheel drive,,"€35,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
mg marvel r performance,battery electric vehicle |       65 kwh,,,,,380 km/h,all wheel drive,,"€50,000","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
hyundai ioniq 5 standard range 2wd,battery electric vehicle |       58 kwh,,,,,720 km/h,rear wheel drive,,"€41,900","£36,995",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
hyundai ioniq 5 standard range awd,battery electric vehicle |       58 kwh,,,,,710 km/h,all wheel drive,,"€45,700","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
hyundai ioniq 5 long range 2wd,battery electric vehicle |       72.6 kwh,,,,,890 km/h,rear wheel drive,,"€45,100","£41,945",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
hyundai ioniq 5 long range awd,battery electric vehicle |       72.6 kwh,,,,,870 km/h,all wheel drive,,"€48,900","£45,145",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
kia ev6 standard range 2wd,battery electric vehicle |       58 kwh,,,,,740 km/h,rear wheel drive,,"€44,990","£40,985",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
kia ev6 long range 2wd,battery electric vehicle |       77.4 kwh,,,,,980 km/h,rear wheel drive,,"€54,990","£48,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
kia ev6 long range awd,battery electric vehicle |       77.4 kwh,,,,,950 km/h,all wheel drive,,"€56,000","£52,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
mercedes eqs 450+,battery electric vehicle |       107.8 kwh,,,,,840 km/h,rear wheel drive,,"€106,374","£95,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
mercedes eqs 580 4matic,battery electric vehicle |       107.8 kwh,,,,,800 km/h,all wheel drive,,"€135,529","£115,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
tesla model 3 standard range plus,battery electric vehicle |       50 kwh,,,,,680 km/h,rear wheel drive,,"€43,560","£40,990",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
polestar 2 standard range single motor,battery electric vehicle |       61 kwh,,,,,450 km/h,front wheel drive,,"€46,500","£39,900",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
polestar 2 long range single motor,battery electric vehicle |       75 kwh,,,,,550 km/h,front wheel drive,,"€49,500","£42,900",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
polestar 2 long range dual motor,battery electric vehicle |       75 kwh,,,,,510 km/h,all wheel drive,,"€52,500","£45,900",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
volkswagen id.4 pure,battery electric vehicle |       52 kwh,,,,,410 km/h,rear wheel drive,,"€36,950","£32,150",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi q4 e-tron 40,battery electric vehicle |       76.6 kwh,,,,,500 km/h,rear wheel drive,,"€47,500","£44,990",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi q4 e-tron 50 quattro,battery electric vehicle |       76.6 kwh,,,,,470 km/h,all wheel drive,,"€53,600","£51,370",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
audi q4 sportback e-tron 50 quattro,battery electric vehicle |       76.6 kwh,,,,,490 km/h,all wheel drive,,"€55,600","£52,870",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
mercedes eqb 350 4matic,battery electric vehicle |       66.5 kwh,,,,,400 km/h,all wheel drive,,"€60,000","£50,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
volkswagen id.4 gtx,battery electric vehicle |       77 kwh,,,,,490 km/h,all wheel drive,,"€50,415","£55,540",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
mercedes eqa 300 4matic,battery electric vehicle |       66.5 kwh,,,,,420 km/h,all wheel drive,,"€53,538","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
mercedes eqa 350 4matic,battery electric vehicle |       66.5 kwh,,,,,420 km/h,all wheel drive,,"€56,216","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
toyota proace verso m 50 kwh,battery electric vehicle |       45 kwh,,,,,250 km/h,front wheel drive,,"€58,530","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
toyota proace verso l 50 kwh,battery electric vehicle |       45 kwh,,,,,240 km/h,front wheel drive,,"€59,385","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
toyota proace verso m 75 kwh,battery electric vehicle |       68 kwh,,,,,290 km/h,front wheel drive,,"€64,530","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
toyota proace verso l 75 kwh,battery electric vehicle |       68 kwh,,,,,290 km/h,front wheel drive,,"€65,385","£45,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
cupra born 150 kw - 62 kwh,battery electric vehicle |       58 kwh,,,,,440 km/h,rear wheel drive,,"€36,770","£30,500",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
cupra born 170 kw - 62 kwh,battery electric vehicle |       58 kwh,,,,,430 km/h,rear wheel drive,,"€39,000","£31,500",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
cupra born 170 kw - 82 kwh,battery electric vehicle |       77 kwh,,,,,550 km/h,rear wheel drive,,"€43,000","£42,000",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
bmw i4 m50,battery electric vehicle |       80.7 kwh,,,,,630 km/h,all wheel drive,,"€69,900","£63,905",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
volvo xc40 recharge twin pure electric,battery electric vehicle |       75 kwh,,,,,440 km/h,all wheel drive,,"€59,250","£49,950",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
renault megane e-tech electric,battery electric vehicle |       60 kwh,,,,,480 km/h,front wheel drive,,"€38,000","£32,500",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
peugeot e-rifter standard 50 kwh,battery electric vehicle |       45 kwh,,,,,270 km/h,front wheel drive,,"€37,590","£30,375",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
peugeot e-rifter long 50 kwh,battery electric vehicle |       45 kwh,,,,,260 km/h,front wheel drive,,"€42,590","£32,455",ndmc,between kirti mann plaza and nmc hospital sector 30 noida,"electric vehicle charger, between kirti mann plaza and nmc hospital sector 30 noida",,,dc-001,15 kw,tesla,e-soul 64 kwh,,,,,230,yes,awd,type 2 ccs,suv,c,,,audi e-tron,compact suv,,5 seater,350 l,excite,dark xz plus lux,medium,slow
